NOMBREADJUDICADO,total_pagado,num_contratos,pago_promedio,num_regiones,num_servicios,años_activo,CLUSTER
TITAN INDUSTRIAS TECNOLOGICAS Y DESARROLLO DE PROY,178941242,1,178941242.0,1,1,1,0
TOMAS TAPIA URETA S.A,41406901938,48,111308876.17741935,2,5,15,3
TORO S.A,20856530796,13,144837019.41666666,3,2,4,0
TORO S.P.A,6534112960,7,198003423.03030303,1,1,1,0
TORRESTECH,733274459,3,66661314.45454545,1,2,2,0
TOSCANINI S. A.,161740566,1,14703687.818181818,1,1,2,0
TRAMASA INGENIEROS CONSTRUCTORES  LIMITADA,1052801192,5,42112047.68,4,4,3,0
TRANSNET S.A,68880280,1,68880280.0,1,1,1,0
TRANSPORTE QEC SPA,36782067,4,9195516.75,1,1,1,0
TRANSPORTES AIO SPA,622296016,7,47868924.307692304,6,1,3,0
TRANSPORTES CORRENTOSO LTDA.,12479117586,15,109465943.73684211,2,6,6,3
TRANSPORTES H.P. LIMITADA,1081696300,5,60094238.88888889,1,2,4,0
TRANSPORTES QEC SPA,262871714,2,87623904.66666667,2,1,2,0
TRANSPORTES Y ARRIENDO MAQUINARIAS RENTAL TEMUCO L,210269430,2,105134715.0,1,1,2,0
TRASA INGENIERIA LIMITADA,6425364495,18,44312858.5862069,10,2,15,3
TRESVIAL INGENIERIA Y CONSTRUCCION SPA,3217314671,5,97494383.96969697,1,1,2,0
TRIPAN S.A.,2336237635,23,22681918.78640777,3,1,10,3
TRIPAN SA.,123691881,5,9514760.076923076,2,1,3,0
U2G SERVICIOS DE INGENIERIA S A,11500000,1,5750000.0,1,1,1,0
UASVISION SPA,14500300,1,4833433.333333333,1,1,1,0
UNDURRAGA Y DEVES ARQUITECTOS LTDA.,158950000,3,31790000.0,1,1,3,0
UNIVERSIDAD CATOLICA DEL NORTE,11000000,1,3666666.6666666665,1,1,1,0
UNIVERSIDAD DE CHILE,1379796694,12,26534551.807692308,5,3,9,3
UNIVERSIDAD DE CONCEPCION,139500356,1,12681850.545454545,1,1,5,0
UNIVERSIDAD DE LA SERENA,495982907,15,6702471.716216216,1,1,14,3
UNIVERSIDAD DE MAGALLANES,295241250,1,42177321.428571425,1,1,2,0
UNIVERSIDAD DE TARAPACA,126158400,1,42052800.0,1,1,2,0
UNIVERSIDAD DEL BIO BIO,19950000,1,6650000.0,1,1,1,0
UNIVERSIDAD DIEGO PORTALES,84692052,4,6514773.230769231,2,1,2,0
UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,399000000,3,99750000.0,2,3,2,0
URBANO PROYECTOS S.A.,204491145,1,40898229.0,1,1,3,0
URJTA INGENIERIA Y SERVICIOS  MAURICIO MOLLO EIRL,23402957,1,23402957.0,1,1,1,0
VARAS E IBANEZ LIMITADA,160000000,1,17777777.777777776,1,1,2,0
VCM INGENIERIA CIVIL Y CONSTRUCCION LTDA,4087762797,2,102194069.925,1,1,5,0
VECCHIOLA INGENIERIA Y CONSTRUCCION S.A.,100095045899,45,271260286.9891599,4,8,10,3
VECCHIOLA S.A.,48941352892,24,267439086.84153005,3,2,10,3
VEOLIA SOLUCIONES AMBIENTALES CHILE S.A.,2746125833,4,66978678.853658535,1,3,5,0
VERONICA ELIZABETH POBLETE MUÑOZ,16988000,1,1887555.5555555555,1,1,2,0
VERTICE CONSULTORIA LIMITADA,14297500,1,14297500.0,1,1,1,0
VESA CONSTRUCCIONES LTDA.,135447505,2,33861876.25,1,1,1,0
VESIA S.A.,2726083703,9,63397295.41860465,5,2,4,0
VIA-LUX INGENIERIA LIMITADA,2072871074,4,90124829.30434783,3,1,5,0
VIACONS SPA,1086168927,3,108616892.7,1,2,2,0
VIALPRO INGENIERIA Y PROYECTOS VIALES S.A,48670929,2,24335464.5,1,1,1,0
VICTOR ALFONSO RAVANAL RODRIGUEZ,28504665,1,14252332.5,1,1,1,0
VICTOR DEL C. ARTEAGA ARTEAGA,666667,1,333333.5,1,1,1,0
VICTOR FARAGGI HERNANDEZ,210898045,1,23433116.111111112,1,1,1,0
VICTOR PENA Y LILLO Y CIA. LTDA.,10453415647,13,88588268.19491525,4,3,6,3
VIDRIO Y ALUMINIO MAKARENA LLAUCA LLAUCA  EIRL,2423000,1,2423000.0,1,1,1,0
VIGESIMO OCTAVO JUZGADO CIVIL DE SANTIAGO,113933830,1,56966915.0,1,1,2,0
VILLANUEVA Y CHIBLE LTDA,118342902,1,29585725.5,1,1,2,0
VSL SISTEM. ESPECIALES DE CONSTRUCCION S.A,704737070,3,54210543.84615385,2,2,4,0
VTR GLOBAL COM S.A.,15516498,1,15516498.0,1,1,1,0
WEFKO SUBTERRANEA SPA,522112500,1,104422500.0,1,1,2,0
WILLIAM MARIO IVES GALLEGUILLOS,50896107,2,10179221.4,1,1,3,0
WOOD INGENIERIA Y CONSULTORIA CHILE LTDA.,52430092,1,26215046.0,1,1,1,0
WORLEYPARSONS CHILE S.A.,85150000,1,28383333.333333332,1,1,1,0
WSP CHILE S.A.,440220741,2,55027592.625,2,2,3,0
ZANARTU INGENIEROS CONSULTORES SPA,833681142,3,33347245.68,3,2,8,0
