NOMBREADJUDICADO,total_pagado,num_contratos,pago_promedio,num_regiones,num_servicios,años_activo,CLUSTER
FRANCISCO GAZITUA COSTABAL,99846712,2,19969342.4,1,1,2,0
FRANCISCO HUENCHUNIR DIAZ,50800344053,41,186765970.78308824,7,4,15,3
FRANCISCO JAVIER ARENAS PROANO,7000000,1,7000000.0,1,1,1,0
FRANCISCO JAVIER FRANJOLA Y CIA. LTDA.,48889500,1,16296500.0,1,1,2,0
FREDDY ALONSO SOTO MARDONES,2515604141,18,39306314.703125,4,3,7,3
FREDY ALFONSO SOTO MARDONES,120413309,1,120413309.0,1,1,1,0
FREDY HERNAN SOLIS FLANDES EIRL,337496101,1,56249350.166666664,1,1,2,0
FRIGMART CLIMATIZACIONES  EIRL,172550,1,172550.0,1,1,1,0
FROILAN ARMANDO ROMERO ARRATIA,12695275515,23,64443022.91878173,1,3,9,3
FROILAN ROMERO ARRATIA,402884753,2,33573729.416666664,1,1,1,0
FULCRUM  INGENIERIA LIMITADA,125018400,3,7813650.0,1,1,3,0
FUNDACION ALDEA ARQUITECTURA CIUDADANA Y APRENDIZ,283370069,1,47228344.833333336,1,1,3,0
FUNDACION CHILE,9100000,1,4550000.0,1,1,1,0
FUNDACIÓN CARNAVAL DEL SUR,69500000,1,17375000.0,1,1,2,0
G S PROYECTOS DE INGENIERIA S.A.,953073582,6,56063151.88235294,4,3,4,0
G Y O INGENIERIA LIMITADA,13031348838,19,78502101.43373494,2,4,6,3
GABRIEL C ARAYA B GEOAMBIENTAL E.I.R.L.,26000000,1,13000000.0,1,1,1,0
GABRIEL IGNACIO FERNANDEZ DE LA MAZA,4198920566,20,50589404.409638554,2,2,13,3
GAMAN Y CIA SPA,2006656175,3,57333033.571428575,1,1,2,0
GEO AMBIENTAL CONSULTORES CIA. LTDA.,5850260,1,5850260.0,1,1,1,0
GEO CONSTRUCCION LIMITADA,235813250,7,29476656.25,1,1,4,0
GEOBRUGG ANDINA SPA,854741745,1,427370872.5,1,2,2,0
GEOCONSULT LATINOAMERICA CHILE S.A.,250074664,1,83358221.33333333,1,1,1,0
GEOESTUDIOS ASESORES LTDA,60500000,2,20166666.666666668,1,1,1,0
GEOFRE ANGEL VERGARA MELLADO,11747251,5,2349450.2,1,1,2,0
GEOHIDROLOGIA CONSULTORES LTDA.,452137336,1,75356222.66666667,1,1,2,0
GEOLAMBDA INGENIERIA LTDA.,358217200,5,17057961.904761903,1,3,8,0
GEOMEDICIONES SPA,205245250,1,102622625.0,1,1,1,0
GEOTEST CHILE SPA,25915465,1,25915465.0,1,1,1,0
GEP INGENIERIA SPA.,1249315357,5,44618405.60714286,1,3,5,0
GERARD INGENIERIA ACUSTICA SPA,4100000,3,683333.3333333334,1,1,3,0
GERMAN ARENAS MORENO CONSTRUCTORA OBRAS CIVILES,49217315,1,49217315.0,1,1,1,0
GESAM CONSULTORES LTDA.,223044900,7,9697604.347826088,2,2,5,0
GESTION AMBIENTAL ESTRATEGICA CONSULTORES LIMITADA,808882077,3,23790649.32352941,3,2,8,0
GESTION DE INFORMAC. Y SEGUIMIENTO AMBIENTAL LTDA,84500000,2,16900000.0,1,1,1,0
GESTION DE INFORMAC. Y SEGUIMIENTO AMBIENTAL SPA,70500000,2,23500000.0,1,1,2,0
GESTION VIAL LTDA.,40609940047,48,135819197.48160535,12,3,11,3
GESTION VIAL S.A.,20208561005,14,98578346.36585365,2,3,8,3
GESTION Y CONSTRUCCION SPA,100482028,2,50241014.0,1,1,1,0
GHD S.A.,5454163912,41,34962589.179487176,14,4,13,3
GHISOLFO INGENIERIA DE CONSULTA S.A.,841557940,4,40074187.61904762,2,2,3,0
GI GESTION INGENIERIA SPA,55780000,7,1992142.857142857,1,1,3,0
GLORIA YANIRA CARDENAS MALDONADO,462066713,5,19252779.708333332,1,3,3,0
GOLDER ASSOCIATES S.A.,2454711747,2,129195355.10526316,2,1,4,0
GONZALEZ GONZALEZ NELSON RICARDO,794126139,1,49632883.6875,1,1,2,0
GONZALEZ Y COMPANIA  LTDA.,3190000,1,1595000.0,1,1,1,0
GONZALEZ Y SCHUMAGER LIMITADA,464943250,1,116235812.5,1,2,2,0
GONZALO BUSTOS ROJAS,1400967092,5,82409828.94117647,2,1,4,0
GP CONSULTORES LTDA,10106320,2,3368773.3333333335,1,2,2,0
GRANING INGENIERIA LTDA.,33395200,1,8348800.0,1,1,2,0
GRUMEN SPA,1650214625,2,86853401.31578948,1,3,4,0
GSI INGENIEROS CONSULTORES LTDA.,1954824095,9,44427820.34090909,6,4,9,3
GSI. INGENIEROS CONSULTORES LTDA.,1195532096,11,22139483.259259257,5,2,4,0
GUDENSCHWAGER Y GHISELLINE CONST. LTDA.,345612153,6,16457721.57142857,4,3,3,0
GUDENSCHWAGER Y GHISELLINI CONST. LTDA.,1724321524,13,31351300.436363637,3,3,5,0
GUILLERMO BLANCO POMA,232359403,4,21123582.09090909,1,1,3,0
GUILLERMO GODOY ESCOBAR Y CIA. LTDA.,9480954,1,9480954.0,1,1,1,0
GUILLIAN SEBASTIAN GONZALEZ SCHAFER,1880200,1,1880200.0,1,1,1,0
GUZMAN REYES CONSTRUCCIONES SA,40479257803,20,112755592.7660167,3,3,14,3
H R A INGENIERIA CIVIL LTDA.,23848382823,60,77429814.3603896,6,5,15,3
H R A INGENIERIA CIVIL SPA,4101100847,8,170879201.95833334,4,1,1,0
H Y O CONSTRUCTORA LTDA.,5373155211,31,46723088.79130435,1,3,4,0
H.R.A. INGENIEROS CONSULTORES LTDA.,522482786,9,16854283.419354837,6,2,10,3
H.R.A. INGENIEROS CONSULTORES SPA,26196314,1,26196314.0,1,1,1,0
H2 CUENCA INGENIEROS CONSULTORES LTDA.,4140000,1,4140000.0,1,1,1,0
HANS VAN TREEK NILSSON,12187500,1,12187500.0,1,1,1,0
HARCHA LAHSEN JAIME ELIAS,25370536422,46,69891284.9090909,4,5,8,3
HECTOR FLAVIO RODRIGUEZ CAVADA,2587787093,8,71882974.80555555,1,1,3,0
HECTOR FRANCISCO AMADOR GALLARDO IBANEZ,36000000,1,12000000.0,1,1,2,0
HECTOR J. OAKLEY BANARES,9558569,3,1911713.8,1,1,2,0
HECTOR NORMAN MAUREIRA CASTILLO,26329940,1,8776646.666666666,1,1,2,0
HECTOR RODRIGUEZ CAVADA,3478600807,15,48994377.56338028,1,1,4,0
HECTOR VENTURA & ASOCIADOS S. A.,6290000,1,3145000.0,1,1,2,0
HELLEMA HOLLAND ENGINEERING LTDA.,803661564,8,36530071.09090909,1,1,3,0
HERMAN JAVIER ARAYA ROJAS,49006914,1,49006914.0,1,1,1,0
HERNAN ANDRADE SEPULVEDA E.I.R.L,543654635,3,30203035.277777776,1,1,3,0
HERNAN MOYA VENEGAS,9221453949,20,49050286.962765954,3,5,6,3
HEROPI CONSTRUCTORA LIMITADA,21942751684,9,145316236.3178808,1,3,11,3
"HERVE DILHAN Y ASOCIADOS,CONSULTORES SPA",40612000,1,13537333.333333334,1,1,2,0
HIDROCIVIL  Y COMPANIA LIMITADA,8827876532,34,61304698.13888889,3,5,9,3
HIDROCIVIL LIMITADA,2488945631,21,55309902.91111111,1,2,4,0
HIDROGESTION S.A.,739687302,11,19991548.7027027,5,4,7,3
HIDROMETRIA CHILE LIMITADA,189017109,1,37803421.8,1,1,1,0
HIDROSAN INGENIERIA SOCIEDAD ANONIMA,742068579,3,39056241.0,1,1,2,0
HIDROTOP INGENIERIA LTDA,31100000,1,7775000.0,1,1,2,0
HISPANO CHILENA DE PERFORACIONES SPA,392585403,1,98146350.75,1,1,1,0
HUENCHUNIR HERMANOS LIMITADA,1476867259,11,36921681.475,4,3,7,3
HUGO CARRILLO CANCINOS,463082927,12,16538675.964285715,1,1,6,0
HUMANTEC SECURITY LIMITADA,1982540,1,1982540.0,1,1,1,0
HUMBERTO CRISTIAN BORQUEZ BILBAO,7768453,1,3884226.5,1,1,1,0
HUMBERTO EDUARDO FRANCO CAMPILLAY,369276040,1,369276040.0,1,1,1,0
HYDROPROJECT LTDA.,1058209991,7,46009130.04347826,2,2,2,0
HYDRUS SPA,104482000,1,52241000.0,1,1,1,0
I CIVIL INGENIERIA CIVIL Y CONSTRUCCION SPA,881407792,4,51847517.176470585,1,4,4,0
ICAFAL INGENIERIA Y CONSTRUCCION S.A.,140284879292,36,350712198.23,9,9,15,1
ICR CONSULTORES LIMITADA,12334019280,35,59014446.315789476,13,2,15,3
IDEAR INGENIERIA Y CONSTRUCCION,852856435,4,56857095.666666664,4,2,4,0
IDECO CONSTRUCTORA LTDA.,296309242,2,59261848.4,1,2,1,0
IDESC INGENIERÍA & SERVICIOS SPA,108732680,1,108732680.0,1,1,1,0
"IDOM CONSULTING ENGIN,ARCHITECTU.S.A.AGENC.EN CHIL",2188489894,5,56115125.48717949,3,3,5,0
IFARLE INGENIEROS CIVILES CONSULTORES LTDA,5000000,1,5000000.0,1,1,1,0
IHS INGENIEROS CIVILES LTDA.,55922222,2,13980555.5,1,1,3,0
IKA INFRAESTRUCTURA S.A.,6397199039,6,101542841.8888889,3,1,2,0
IMPLEMENTA INGENIERIA Y CONSTRUCCION SPA,3723617641,21,42313836.82954545,6,5,6,3
INCAP SUDAMERICANA,481057345,1,60132168.125,1,1,2,0
INCOSS INGENIEROS CONSTRUCTORES LTDA.,52630077971,96,90119996.52568494,4,6,15,3
INCOVEG LTDA.,8178990584,92,37346988.96803653,1,3,15,3
INCOVILUN SPA,426251167,1,106562791.75,1,1,1,0
INDUCIEN INSTRUMENTS  S. A.,88425924,1,44212962.0,1,1,1,0
INDUSTRIA METALURGICA IMETAL LTDA.,341645138,4,56940856.333333336,1,1,2,0
INDUSTRIAL METALURGICA IMETAL SPA,3085019271,14,70114074.3409091,1,2,9,0
"INECON, INGENIEROS Y ECONOMISTAS CONSULTORES S.A.",147760000,1,36940000.0,1,1,2,0
INFRAESTRUCTURA CAMINERA SPA,26367342026,48,99125345.96240601,1,7,8,3
INFRAESTRUCTURA Y ECOLOGIA S.A.,190264886,4,10013941.368421054,3,2,5,0
ING DIS CONST Y OBRAS ALEXANDER WELLMANN C. EIRL,30142186,3,7535546.5,1,1,2,0
ING Y CONST ANDREA CAROLINA  SALDIAS F. EIRL,138605364,1,46201788.0,1,1,2,0
ING Y CONST. AUTOMO SPA,1040425572,4,45235894.43478261,1,2,3,0
ING Y CONSTRUCCION AFIN LTDA,76471117924,33,153556461.69477913,6,4,14,3
ING Y CONSTRUCCIONES EVEREST SPA,604009607,1,54909964.27272727,1,1,4,0
ING. ASE. ARQ. Y CONST. MELIRAYEN LTDA.,75336066,1,12556011.0,1,1,2,0
ING. CONSTRUCCION E INVERSIONES ATACALCO S A,202706747,1,40541349.4,1,1,1,0
ING. ELECTRICA CONSTRUCCION Y PROYECTOS LTDA.,296565567,1,74141391.75,1,1,1,0
ING. FAB. Y MONTAJES NELSON F. CASTILLO ROJAS EIRL,84943140,3,28314380.0,1,2,3,0
ING. Y CONST. JUAN ANDRES VASQUEZ VEROIZA E.I.R.L,7391875555,11,62643013.1779661,2,1,5,0
ING. Y CONSTR. JOIGMAR  LTDA.,3414076428,22,27756718.926829267,3,4,4,3
ING. Y CONSTRUC. ANTONIO ANINAT CONDON Y CIA LTDA,1268241017,2,115294637.9090909,2,1,4,0
ING. Y CONSTRUC. OLMOS DE AGUILERA LTDA.,25000000,1,6250000.0,1,1,1,0
ING. Y CONSTRUCCION INGEXA LTDA,45000000,1,45000000.0,1,1,1,0
ING. Y CONSTRUCCIONES SANTA FE S.A.,128546104873,60,135740343.05491024,3,1,10,3
ING. Y CONSTRUCCIÓN GAMAL SPA,928888608,2,66349186.28571428,1,2,3,0
ING. Y CONTRUCCIONES GLOBAL MIX LTDA,29093128846,21,109372664.83458647,2,3,8,3
ING. Y SERVICIOS E INVERSIONES INARJO SPA,1632200367,2,90677798.16666667,1,3,3,0
ING.CONSULTORES ASISTECSA SPA,115261825,3,38420608.333333336,2,1,2,0
ING.Y CONSTR.NAREA Y CONSTANTINESCU Y CIA LTDA,279195854,1,46532642.333333336,1,1,1,0
INGAL INGENIERIA Y CONSTRUCCION LTDA,56128257,1,56128257.0,1,1,1,0
INGECOP INGENIERIA & CONSTRUCCION SPA,412079532,3,31698425.53846154,1,2,2,0
INGEIN INGENIERIA & GESTION INMOBILIARIA LTDA.,112994314,1,16142044.857142856,1,2,2,0
INGEL SOCIEDAD ANONIMA,3391513663,11,70656534.64583333,3,1,4,0
INGELOG CONSULTORES DE ING.Y SISTEMAS S.A.,1774124209,6,27294218.6,5,1,4,0
INGELOG CONSULTORES DE INGENIERIA Y SISTEMAS S.A.,2491859340,7,99674373.6,5,2,7,3
INGEMAB INGENIERIA Y CONSULTORIA SPA,212030190,2,53007547.5,1,1,1,0
INGEN.Y CONSTR.CANTAGUA LTDA.,1864448454,31,23017882.14814815,2,1,8,0
INGENIERIA  VALLE NORTE SPA,12948509079,17,126946167.44117647,2,3,5,0
INGENIERIA  Y CONSTRUCCION ICNOVA S.A.,5661128292,18,45289026.336,5,3,5,3
INGENIERIA  Y CONTRUCCION ASFALMIX LTDA,352532517,2,29377709.75,2,1,3,0
INGENIERIA CIVIL AYSEN SPA,8911929670,7,168149616.41509435,2,5,3,0
INGENIERIA CIVIL VICENTE S.A.,62797197812,5,1162911070.5925925,1,3,7,3
INGENIERIA CONSTRUCCION Y PROYECTOS N&K LTDA.,338393519,1,18799639.944444444,1,1,2,0
INGENIERIA CONSTRUCCION Y SERVICIOS REBORN BAU SPA,230514979,2,25612775.444444444,1,2,2,0
INGENIERIA CONSTRUCCIONES CIMBRA LTDA.,2476427868,4,48557409.176470585,1,1,6,0
INGENIERIA CONSTRUCCIONES Y SERVICIOS INARJO SPA,6143318157,10,55848346.88181818,2,3,7,0
INGENIERIA CUATRO S.A.,1018064928,2,63629058.0,2,1,4,0
INGENIERIA DE PROYECTOS Y ASESORIAS LTDA.,11044675414,38,34731683.6918239,11,3,15,3
INGENIERIA EL ALBA  SPA,4431773774,12,54046021.63414634,8,5,5,3
INGENIERIA EL ARRAYAN SPA,8426799900,24,64821537.692307696,3,3,5,3
INGENIERIA ELECTRICA Y CONSTRUCCIONES LTDA,10999999,1,10999999.0,1,1,1,0
INGENIERIA ESTEBAN LABRA PEREZ EIRL,156066186,3,19508273.25,1,2,4,0
INGENIERIA INMOBILIARIA E INVERSIONES SICALL S.A.,15406981074,11,195025076.88607594,2,1,3,0
INGENIERIA INTEGRAL FRAY JORGE S.A.,4270064365,8,83726752.25490196,1,2,5,0
INGENIERIA MAQUINARIA Y CONSTRUCCION LTDA.,171505551823,79,234939112.08630136,12,5,14,1
INGENIERIA RENACER SPA,3285036858,9,68438267.875,4,3,4,0
INGENIERIA Y ASES. JORGE HIGUERA CATALAN EIRL,138635000,1,11552916.666666666,1,1,6,0
INGENIERIA Y COMERCIAL MANNHEIM LTDA,478230886,4,31882059.066666666,1,2,4,0
INGENIERIA Y CONST. DE PROYECTOS LERATEL LTDA,183183660,1,30530610.0,1,1,2,0
INGENIERIA Y CONSTR.TRESELE LTDA,1112438458,6,33710256.303030305,2,3,4,0
INGENIERIA Y CONSTRUC ELIECER E. SOTO OYARZUN EIRL,917891235,4,53993602.058823526,1,2,4,0
INGENIERIA Y CONSTRUCCION  RODRIGO CUELLO EIRL,10951134661,70,34222295.815625,2,2,11,3
INGENIERIA Y CONSTRUCCION ACTRA SPA,9315070955,13,139030909.7761194,5,8,6,3
INGENIERIA Y CONSTRUCCION BIZENIT LTDA,1476931208,9,42198034.51428571,3,5,4,3
INGENIERIA Y CONSTRUCCION CHILE LTDA.,201824000,2,50456000.0,1,1,1,0
INGENIERIA Y CONSTRUCCION COSMITO LTDA.,17662473068,13,156305071.39823008,7,5,8,3
INGENIERIA Y CONSTRUCCION CUATRO PUENTES LTDA,3468447160,19,36129657.916666664,6,5,6,3
INGENIERIA Y CONSTRUCCION ECOCIL LTDA.,2085910407,17,35354413.6779661,1,2,11,3
INGENIERIA Y CONSTRUCCION EDUARDO ARANCIBIA SA,50204766464,29,143853199.0372493,7,7,14,3
INGENIERIA Y CONSTRUCCION ESCO LTDA.,5341751300,6,133543782.5,1,1,4,0
INGENIERIA Y CONSTRUCCION GESMART LIMITADA,13639875300,33,77942144.57142857,13,4,8,3
INGENIERIA Y CONSTRUCCION HARCHA LTDA.,138983756001,89,178872272.84555984,9,13,8,1
INGENIERIA Y CONSTRUCCION HASS LTDA.,735443272,2,35021108.190476194,1,2,4,0
INGENIERIA Y CONSTRUCCION HYDROPROJECT LTDA.,8178271618,28,53105659.85714286,2,4,5,3
INGENIERIA Y CONSTRUCCION INGECOVIAL LTDA.,765575223,3,45033836.64705882,2,1,2,0
INGENIERIA Y CONSTRUCCION INGEL S.A.,2347038771,11,52156417.13333333,4,3,4,0
INGENIERIA Y CONSTRUCCION INGESAN LTDA.,1659244558,1,165924455.8,1,1,2,0
INGENIERIA Y CONSTRUCCION INGESAN SPA.,6165240089,4,150371709.4878049,1,2,5,0
INGENIERIA Y CONSTRUCCION JAV S. A. C.,17498423723,22,94077546.89784946,1,5,8,3
INGENIERIA Y CONSTRUCCION JUAN ANDRES VASQUEZ,750679223,2,68243565.72727273,1,1,1,0
INGENIERIA Y CONSTRUCCION KODAMA LIMITADA.,17511697520,5,182413515.83333334,4,2,4,0
INGENIERIA Y CONSTRUCCION LAS ENCINAS LTDA,229230752,1,38205125.333333336,1,1,1,0
INGENIERIA Y CONSTRUCCION LUT SPA,206319820,1,51579955.0,1,1,2,0
INGENIERIA Y CONSTRUCCION M & A SPA,14735282,2,7367641.0,1,1,1,0
INGENIERIA Y CONSTRUCCION MAGALLANES LTDA.,721638836,2,34363754.0952381,1,1,2,0
INGENIERIA Y CONSTRUCCION MASERCO SA.,16440360929,18,97859291.24404761,3,1,4,0
INGENIERIA Y CONSTRUCCION MORENO COPA,10663604627,3,213272092.54,1,3,3,0
INGENIERIA Y CONSTRUCCION MST LTDA.,8094381821,5,899375757.8888888,3,1,1,0
INGENIERIA Y CONSTRUCCION MST SPA,26130540490,12,522610809.8,4,4,5,3
INGENIERIA Y CONSTRUCCION MUNOZ Y SALAZAR LTDA.,18868880460,27,89004153.11320755,7,4,15,3
INGENIERIA Y CONSTRUCCION PELLAHUEN LTDA.,344720649,1,68944129.8,1,1,1,0
INGENIERIA Y CONSTRUCCION PRC S.A,9490928743,21,106639648.79775281,11,10,11,3
INGENIERIA Y CONSTRUCCION PUERTO PRINCIPAL SA,3592283607,1,189067558.2631579,1,1,3,0
INGENIERIA Y CONSTRUCCION RIO NARANJO SPA,404124745,2,44902749.44444445,1,1,2,0
INGENIERIA Y CONSTRUCCION RYH SPA,263610835,1,23964621.363636363,1,1,3,0
INGENIERIA Y CONSTRUCCION SAN PEDRO LTDA,258445358,2,32305669.75,1,2,3,0
INGENIERIA Y CONSTRUCCION SANTA LAURA LIMITADA,5361855104,6,412450392.61538464,5,1,2,0
INGENIERIA Y CONSTRUCCION SANTA LAURA SPA,34308230332,29,203007280.0710059,6,2,6,3
INGENIERIA Y CONSTRUCCION SANTA MAGDALENA S.A.,10272996959,21,97838066.27619047,2,3,11,3
INGENIERIA Y CONSTRUCCION SANTA SOFIA LTDA.,272207397,1,45367899.5,1,1,2,0
INGENIERIA Y CONSTRUCCION TESLA SPA,252119484,3,22919953.09090909,1,1,2,0
INGENIERIA Y CONSTRUCCION TIEMPO NUEVO LIMITADA,23345684297,12,126192888.09189188,6,2,10,3
INGENIERIA Y CONSTRUCCION TRIOVIAL LTDA.,107565289195,30,155441169.35693642,2,3,15,3
INGENIERIA Y CONSTRUCCION VILCUN LTDA.,100284153,1,33428051.0,1,1,1,0
INGENIERIA Y CONSTRUCCIONES ALTO BELEN SPA,12343007815,10,129926398.05263157,1,4,5,0
INGENIERIA Y CONSTRUCCIONES CAMARICO LTDA,343428768,2,34342876.8,2,1,2,0
INGENIERIA Y CONSTRUCCIONES DE LA PATAGONIA SPA,539467356,1,107893471.2,1,1,2,0
INGENIERIA Y CONSTRUCCIONES INCOLUR LTDA.,141283332,1,70641666.0,1,1,1,0
INGENIERIA Y CONSTRUCCIONES INCOLUR S.A.,5489150527,3,114357302.64583333,1,3,7,0
INGENIERIA Y CONSTRUCCIONES LAGO POLLUX S.A.,14554177191,25,81308252.46368715,1,3,11,3
INGENIERIA Y CONSTRUCCIONES PORTUARIAS LTDA,8004010884,18,81673580.44897959,9,2,9,3
INGENIERIA Y CONSTRUCCIONES QUEVEDO LTDA.,808326353,2,134721058.83333334,2,1,2,0
INGENIERIA Y CONSTRUCCIONES RUTHENI SPA,27666648336,31,113387903.01639344,6,11,8,3
INGENIERIA Y CONSTRUCCIONES SAN RAFAEL LTDA.,834643765,1,92738196.1111111,1,2,3,0
INGENIERIA Y CONSTRUCCIONES SANTA CANDELARIA LTDA.,18512025584,14,117164718.88607594,1,3,8,3
INGENIERIA Y CONSTRUCCIONES SANTA FE EN LIQ S.A.,56173356418,42,130030917.63425925,4,2,4,3
INGENIERIA Y CONSTRUCCIONES SANTA LAURA SPA,67483949128,34,360876733.30481285,4,6,5,3
INGENIERIA Y CONSTRUCCIONES V & B LTDA.,32562015865,31,102075284.84326018,4,3,10,3
INGENIERIA Y CONTRUCCION LA HUELLA SPA,139884767,1,139884767.0,1,1,1,0
INGENIERIA Y CONTRUCCION MAURICIO ZAPATA M. EIRL,942058257,2,104673139.66666667,2,2,2,0
INGENIERIA Y CONTRUCCIONES MST SA.,2609693673,6,289965963.6666667,2,1,4,0
INGENIERIA Y GESTION AMBIENTAL ENLACES SPA,90493307,1,15082217.833333334,1,1,2,0
INGENIERIA Y GESTION C & V LIMITADA,137904000,2,22984000.0,1,1,1,0
INGENIERIA Y MAQUINARIA REAL SPA,12238928942,14,101991074.51666667,2,4,5,3
INGENIERIA Y NEGOCIOS CARDENAS Y DURAN LTDA,3648427674,10,46774713.76923077,1,3,5,0
INGENIERIA Y PROYECTOS ICNOVA S.A.,20050000,1,3341666.6666666665,1,1,2,0
INGENIERIA Y PROYECTOS RISER CHILE LTDA.,568776176,8,13542289.904761905,1,3,4,0
INGENIERIA Y SERVICIOS  GARFIAS LTDA,20091484,1,5022871.0,1,1,1,0
INGENIERIA Y SERVICIOS INSERCO LTDA.,1870480252,3,36676083.37254902,1,1,5,0
INGENIERIA Y SERVICIOS TECNOLOGICOS E Y S LTDA.,13328000,1,13328000.0,1,1,1,0
INGENIERIA Y SERVICIOS VIALCOR LTDA,28811097862,17,162774564.1920904,1,3,6,0
"INGENIERIA, CONSULTORIA Y GESTION SUR SPA",42948299,3,4772033.222222222,1,1,3,0
"INGENIERIA, SERVICIOS, MONTAJES Y TRANSPORTES LTDA",224439033,2,74813011.0,1,1,1,0
INGENIEROS CONSULTORES ASOCIADOS S.A.,71080957,2,23693652.333333332,2,2,1,0
INGENIEROS CONSULTORES ASOCIADOS SPA,115992580,1,28998145.0,1,1,3,0
INGENIEROS CONSULTORES SINERGIA LTDA.,68724407,1,17181101.75,1,1,2,0
INGENIERÍA ELECTRICA PEDRO ANTONIO DONOSO MARCHANT,41148929,1,41148929.0,1,1,1,0
INGENIERÍA Y CONSTRUCCIÓN IG LIMITADA,613553182,2,306776591.0,1,1,1,0
INGENIERÍA Y CONSULTORÍA EN AGUAS SPA .,65072400,3,8134050.0,1,1,2,0
INGEPROK SPA,133296888,1,22216148.0,1,1,1,0
INGEROP CHILE S.A.,4115405364,9,68590089.4,7,4,5,3
INGEROP-GHISOLFO S.A.,3484193612,13,47083697.45945946,8,2,7,3
INGESOL SPA,22610000,1,22610000.0,1,1,1,0
INGESUB LTDA.,1296333395,11,30865080.833333332,4,4,3,3
INGET ELECTRONICA Y TELECOMUNICACIONES LTDA.,4694550,1,2347275.0,1,1,1,0
INGETAL INGENIERIA Y CONSTRUCCION S.A.,4612754943,5,131792998.37142856,2,2,5,0
INGRID MOLINA VALDIVIA COMP VTA DE ARIDOS E.I.R.L.,47944898,1,23972449.0,1,1,1,0
INLAC S.A.,7591786076,6,135567608.5,2,5,7,3
INM. Y GEST. DE PROY. VICTOR ALVARADO Y CIA. LTDA.,194565137,3,32427522.833333332,1,2,2,0
INMOB. Y CONST.NUEVA PACIFICO SUR S.A.,813142803,2,116163257.57142857,2,2,2,0
INMOBILIARIA CALLE LARGA LIMITADA,134289414,2,22381569.0,1,1,1,0
INMOBILIARIA E INGENIERIA HIGHT CHILE S.A.,16757529386,10,372389541.9111111,4,3,7,3
INMOBILIARIA E INVERSIONES CONST. OLMUE S.A.,397245673,5,33103806.083333332,1,1,2,0
INMOBILIARIA E INVERSIONES DACAMROS SPA,2631135160,14,38132393.623188406,5,4,5,3
INMOBILIARIA E INVERSIONES QUILODRAN LTDA.,5473353090,2,912225515.0,2,2,2,0
INMOBILIARIA MONTE SINAI,227576828,2,32510975.42857143,2,2,3,0
INMOBILIARIA Y CONSTRUCTORA DONA BLANCA LTDA,337940825,4,42242603.125,3,3,4,0
INMOBILIARIA Y CONSTRUCTORA FOTEMWEN S.A,177487061,2,16135187.363636363,1,2,2,0
INMOBILIARIA Y GESTION INTEGRAL LTDA,1186526858,5,35955359.333333336,1,1,2,0
INRHED SPA,44004588,3,4889398.666666667,1,2,2,0
INSTALACIONES SEGASA LIMITADA,5626478224,8,71221243.34177215,2,3,7,0
INSTITUTO DE INVESTIGACIONES AGROPECUARIAS,36876933,1,9219233.25,1,1,2,0
INSTITUTO NACIONAL DE HIDRAULICA,1698661826,22,29287272.862068966,8,5,14,3
INTEGRACIONES ELECTRICAS LIMITADA,1454980840,2,48499361.333333336,2,2,4,0
INTERGROUPE S.A.,9982207,2,4991103.5,1,1,1,0
INTRAT CONSULTORES S.A.,1477991270,9,36048567.56097561,6,2,11,3
INV. E INMOBILIARIA SAN IGNACIO SPA,8344320168,3,117525636.16901408,2,2,5,0
INVAR S. A.,6787228271,60,28162772.908713695,10,3,13,3
INVERSION MTEA SPA,87960040,3,29320013.333333332,1,1,1,0
INVERSIONES ASESORIA Y CONSTRUCCION ELEMENTO SPA,34712205819,35,121371349.01748252,1,3,10,3
INVERSIONES E INGENIERIA ANCOA SPA,3198281301,2,399785162.625,2,2,2,0
INVERSIONES HUEMUL LTDA,621003753,4,28227443.318181816,1,3,4,0
INVERSIONES INB LTDA.,2085596139,14,35349087.10169491,5,4,3,3
INVERSIONES INTEGRALES E.I.R.L.,533077473,5,26653873.65,1,1,5,0
INVERSIONES LOF,98148223,1,49074111.5,1,1,1,0
INVERSIONES MARINI LIMITADA,2604698148,4,173646543.2,1,3,4,0
INVERSIONES PETROHUE LTDA.,14485166583,47,62978985.14347826,13,11,8,3
INVERSIONES PUEBLOS ORIGINARIOS S:A,111028999,1,55514499.5,1,1,1,0
INVERSIONES SAN MARTINO LTDA,52464645350,16,121165462.70207852,4,3,11,3
INVERSIONES SURCON SPA,89447116,1,89447116.0,1,1,1,0
INVERSIONES TRANQUI SPA,22001433598,6,255830623.23255813,1,2,2,0
INVERSIONES Y CONSTRUCCIONES HIDRA S.A.,631027889,3,42068525.93333333,2,1,1,0
IPROIN CONSULTORA LTDA.,49392500,1,24696250.0,1,1,1,0
ISABEL ANGELICA ESPINOZA VALLEJOS,9000000,1,9000000.0,1,1,1,0
ISQ LTDA.,178435364,1,22304420.5,1,2,2,0
IVAN BORIS MILIC KETTERER,1712910883,5,41778314.219512194,1,1,4,0
IVAN EUGENIO BRAVO SOTO,307365018,4,15368250.9,1,1,5,0
IVAN GONZALEZ ELICETCHE CONSTRUCTORA EIRL,2940832927,10,43893028.76119403,1,3,5,0
IZARRA INGENIEROS SPA,6236196698,10,168545856.7027027,4,7,2,3
JACOB ALEJANDRO JAQUE CORTES,59366100,2,19788700.0,1,1,1,0
